AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:35:09 Compatible with AeroDyn v13.0.
Polar "T1_Re0.900_M0.00_N9.0 360 M" on Foil "T1_Re0.900_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
6.44924        Cn slope for zero lift for linear Cn curve (1/rad)
-1.0129        Cn at stall value for positive angle of attack for linear Cn curve
-1.0584        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0112         Minimum CD value
   -180.00    0.0000    0.0060
   -179.00    0.0696    0.0065
   -178.00    0.1255    0.0081
   -177.00    0.1693    0.0107
   -176.00    0.2042    0.0143
   -175.00    0.2335    0.0189
   -174.00    0.2598    0.0246
   -173.00    0.2846    0.0312
   -172.00    0.3088    0.0389
   -171.00    0.3330    0.0475
   -170.00    0.3574    0.0572
   -169.00    0.3818    0.0678
   -168.00    0.4064    0.0794
   -167.00    0.4310    0.0919
   -166.00    0.4555    0.1054
   -165.00    0.4799    0.1197
   -164.00    0.5040    0.1350
   -163.00    0.5277    0.1511
   -162.00    0.5509    0.1681
   -161.00    0.5737    0.1860
   -160.00    0.5958    0.2046
   -159.00    0.6173    0.2240
   -158.00    0.6381    0.2442
   -157.00    0.6581    0.2652
   -156.00    0.6774    0.2869
   -155.00    0.6957    0.3092
   -154.00    0.7132    0.3323
   -153.00    0.7298    0.3559
   -152.00    0.7454    0.3802
   -151.00    0.7601    0.4050
   -150.00    0.7737    0.4304
   -149.00    0.7863    0.4563
   -148.00    0.7979    0.4827
   -147.00    0.8083    0.5096
   -146.00    0.8177    0.5369
   -145.00    0.8260    0.5645
   -144.00    0.8332    0.5925
   -143.00    0.8392    0.6209
   -142.00    0.8441    0.6495
   -141.00    0.8479    0.6784
   -140.00    0.8505    0.7075
   -139.00    0.8519    0.7367
   -138.00    0.8522    0.7661
   -137.00    0.8514    0.7956
   -136.00    0.8494    0.8252
   -135.00    0.8463    0.8548
   -134.00    0.8420    0.8845
   -133.00    0.8366    0.9141
   -132.00    0.8301    0.9436
   -131.00    0.8225    0.9730
   -130.00    0.8138    1.0022
   -129.00    0.8041    1.0313
   -128.00    0.7932    1.0602
   -127.00    0.7813    1.0888
   -126.00    0.7684    1.1171
   -125.00    0.7545    1.1451
   -124.00    0.7396    1.1728
   -123.00    0.7237    1.2001
   -122.00    0.7069    1.2269
   -121.00    0.6892    1.2533
   -120.00    0.6706    1.2792
   -119.00    0.6512    1.3046
   -118.00    0.6309    1.3295
   -117.00    0.6098    1.3537
   -116.00    0.5850    1.3774
   -115.00    0.5624    1.4004
   -114.00    0.5391    1.4227
   -113.00    0.5151    1.4444
   -112.00    0.4905    1.4653
   -111.00    0.4653    1.4855
   -110.00    0.4395    1.5050
   -109.00    0.4132    1.5236
   -108.00    0.3864    1.5414
   -107.00    0.3591    1.5584
   -106.00    0.3314    1.5745
   -105.00    0.3033    1.5898
   -104.00    0.2749    1.6041
   -103.00    0.2461    1.6176
   -102.00    0.2170    1.6301
   -101.00    0.1877    1.6416
   -100.00    0.1583    1.6522
    -99.00    0.1286    1.6619
    -98.00    0.0988    1.6705
    -97.00    0.0690    1.6782
    -96.00    0.0390    1.6848
    -95.00    0.0091    1.6904
    -94.00   -0.0208    1.6951
    -93.00   -0.0507    1.6986
    -92.00   -0.0804    1.7012
    -91.00   -0.1100    1.7027
    -90.00   -0.1395    1.7032
    -89.00   -0.1687    1.7027
    -88.00   -0.1978    1.7011
    -87.00   -0.2265    1.6985
    -86.00   -0.2549    1.6948
    -85.00   -0.2831    1.6902
    -84.00   -0.3108    1.6845
    -83.00   -0.3381    1.6778
    -82.00   -0.3651    1.6701
    -81.00   -0.3915    1.6614
    -80.00   -0.4175    1.6517
    -79.00   -0.4429    1.6410
    -78.00   -0.4678    1.6294
    -77.00   -0.4922    1.6168
    -76.00   -0.5159    1.6033
    -75.00   -0.5390    1.5889
    -74.00   -0.5615    1.5736
    -73.00   -0.5833    1.5574
    -72.00   -0.6045    1.5403
    -71.00   -0.6249    1.5224
    -70.00   -0.6446    1.5037
    -69.00   -0.6635    1.4842
    -68.00   -0.6817    1.4639
    -67.00   -0.6992    1.4429
    -66.00   -0.7158    1.4211
    -65.00   -0.7316    1.3987
    -64.00   -0.7466    1.3756
    -63.00   -0.7608    1.3518
    -62.00   -0.7741    1.3274
    -61.00   -0.7866    1.3025
    -60.00   -0.7983    1.2770
    -59.00   -0.8091    1.2509
    -58.00   -0.8190    1.2244
    -57.00   -0.8280    1.1974
    -56.00   -0.8362    1.1700
    -55.00   -0.8435    1.1422
    -54.00   -0.8500    1.1140
    -53.00   -0.8556    1.0855
    -52.00   -0.8603    1.0567
    -51.00   -0.8642    1.0276
    -50.00   -0.8672    0.9983
    -49.00   -0.8694    0.9688
    -48.00   -0.8708    0.9392
    -47.00   -0.8713    0.9094
    -46.00   -0.8711    0.8795
    -45.00   -0.8701    0.8496
    -44.00   -0.8684    0.8197
    -43.00   -0.8660    0.7897
    -42.00   -0.8629    0.7598
    -41.00   -0.8591    0.7300
    -40.00   -0.8547    0.7003
    -39.00   -0.8498    0.6707
    -38.00   -0.8444    0.6413
    -37.00   -0.8385    0.6122
    -36.00   -0.8323    0.5832
    -35.00   -0.8257    0.5545
    -34.00   -0.8190    0.5261
    -33.00   -0.8123    0.4980
    -32.00   -0.8056    0.4703
    -31.00   -0.7991    0.4429
    -30.00   -0.7931    0.4158
    -29.00   -0.7876    0.3892
    -28.00   -0.7831    0.3630
    -27.00   -0.7797    0.3372
    -26.00   -0.7779    0.3119
    -25.00   -0.7781    0.2870
    -24.00   -0.7808    0.2626
    -23.00   -0.7865    0.2386
    -22.00   -0.7959    0.2152
    -21.00   -0.8097    0.1922
    -20.00   -0.8284    0.1698
    -19.00   -0.8526    0.1480
    -18.00   -0.8824    0.1270
    -17.00   -0.9174    0.1068
    -16.00   -0.9561    0.0879
    -15.00   -0.9956    0.0706
    -14.00   -1.0313    0.0551
    -13.00   -1.0571    0.0421
    -12.00   -1.0663    0.0317
    -11.00   -1.0535    0.0241
    -10.00   -1.0719    0.0164
     -9.50   -1.0244    0.0158
     -9.00   -0.9773    0.0151
     -8.50   -0.9279    0.0145
     -8.00   -0.8789    0.0139
     -7.50   -0.8286    0.0133
     -7.00   -0.7776    0.0128
     -6.50   -0.7239    0.0125
     -6.00   -0.6694    0.0123
     -5.50   -0.6146    0.0121
     -5.00   -0.5595    0.0119
     -4.50   -0.5042    0.0118
     -4.00   -0.4487    0.0117
     -3.50   -0.3929    0.0116
     -3.00   -0.3371    0.0115
     -2.50   -0.2811    0.0114
     -2.00   -0.2250    0.0113
     -1.50   -0.1688    0.0113
     -1.00   -0.1126    0.0113
     -0.50   -0.0563    0.0112
      0.00   -0.0000    0.0112
      0.50    0.0563    0.0112
      1.00    0.1126    0.0113
      1.50    0.1688    0.0113
      2.00    0.2250    0.0113
      2.50    0.2811    0.0114
      3.00    0.3371    0.0115
      3.50    0.3930    0.0116
      4.00    0.4487    0.0117
      4.50    0.5042    0.0118
      5.00    0.5596    0.0119
      5.50    0.6147    0.0121
      6.00    0.6695    0.0123
      6.50    0.7239    0.0125
      7.00    0.7777    0.0128
      7.50    0.8287    0.0133
      8.00    0.8790    0.0139
      8.50    0.9280    0.0145
      9.00    0.9774    0.0151
      9.50    1.0246    0.0158
     10.00    1.0721    0.0164
     10.50    1.1127    0.0176
     11.00    1.1594    0.0181
     11.50    1.2019    0.0189
     12.00    1.2385    0.0200
     12.50    1.2553    0.0218
     13.00    1.2899    0.0228
     13.50    1.3204    0.0241
     14.00    1.3460    0.0257
     14.50    1.3667    0.0279
     15.00    1.3817    0.0308
     15.50    1.3870    0.0348
     16.00    1.3786    0.0409
     16.50    1.3567    0.0493
     17.00    1.3223    0.0599
     17.50    1.3001    0.0697
     18.00    1.2812    0.0795
     18.50    1.2574    0.0903
     19.00    1.2296    0.1023
     19.50    1.2017    0.1144
     20.00    1.1705    0.1276
     21.00    1.1151    0.1573
     22.00    1.0652    0.1831
     23.00    1.0221    0.2094
     24.00    0.9860    0.2361
     25.00    0.9566    0.2632
     26.00    0.9331    0.2905
     27.00    0.9148    0.3180
     28.00    0.9010    0.3457
     29.00    0.8907    0.3737
     30.00    0.8835    0.4018
     31.00    0.8788    0.4302
     32.00    0.8760    0.4588
     33.00    0.8747    0.4876
     34.00    0.8746    0.5167
     35.00    0.8753    0.5459
     36.00    0.8766    0.5754
     37.00    0.8784    0.6050
     38.00    0.8803    0.6348
     39.00    0.8823    0.6647
     40.00    0.8842    0.6948
     41.00    0.8859    0.7249
     42.00    0.8873    0.7551
     43.00    0.8883    0.7854
     44.00    0.8889    0.8156
     45.00    0.8889    0.8459
     46.00    0.8884    0.8761
     47.00    0.8873    0.9062
     48.00    0.8855    0.9362
     49.00    0.8830    0.9660
     50.00    0.8798    0.9957
     51.00    0.8759    1.0252
     52.00    0.8712    1.0544
     53.00    0.8658    1.0834
     54.00    0.8595    1.1120
     55.00    0.8525    1.1403
     56.00    0.8446    1.1682
     57.00    0.8359    1.1958
     58.00    0.8263    1.2228
     59.00    0.8160    1.2495
     60.00    0.8048    1.2756
     61.00    0.7928    1.3012
     62.00    0.7799    1.3262
     63.00    0.7663    1.3507
     64.00    0.7518    1.3745
     65.00    0.7365    1.3977
     66.00    0.7204    1.4202
     67.00    0.7036    1.4420
     68.00    0.6859    1.4631
     69.00    0.6675    1.4834
     70.00    0.6484    1.5029
     71.00    0.6285    1.5217
     72.00    0.6079    1.5396
     73.00    0.5866    1.5567
     74.00    0.5647    1.5730
     75.00    0.5420    1.5883
     76.00    0.5188    1.6028
     77.00    0.4949    1.6163
     78.00    0.4705    1.6289
     79.00    0.4454    1.6405
     80.00    0.4199    1.6512
     81.00    0.3938    1.6609
     82.00    0.3673    1.6697
     83.00    0.3403    1.6774
     84.00    0.3129    1.6841
     85.00    0.2850    1.6898
     86.00    0.2568    1.6945
     87.00    0.2283    1.6982
     88.00    0.1995    1.7008
     89.00    0.1704    1.7024
     90.00    0.1411    1.7029
     91.00    0.1116    1.7025
     92.00    0.0819    1.7010
     93.00    0.0521    1.6984
     94.00    0.0222    1.6948
     95.00   -0.0077    1.6902
     96.00   -0.0377    1.6846
     97.00   -0.0677    1.6780
     98.00   -0.0976    1.6703
     99.00   -0.1274    1.6617
    100.00   -0.1571    1.6521
    101.00   -0.1866    1.6415
    102.00   -0.2160    1.6299
    103.00   -0.2450    1.6174
    104.00   -0.2738    1.6040
    105.00   -0.3023    1.5897
    106.00   -0.3305    1.5744
    107.00   -0.3582    1.5583
    108.00   -0.3855    1.5413
    109.00   -0.4124    1.5235
    110.00   -0.4387    1.5049
    111.00   -0.4645    1.4855
